,symbol,date,open,high,low,close,volume,market,name,ranknow
6049,ADA,2017-11-15,0.026116,0.027773,0.025261,0.026445,6858800,677107000,Cardano,6
6050,ADA,2017-11-16,0.026583,0.02817,0.025654,0.02758,4888130,689223000,Cardano,6
6051,ADA,2017-11-17,0.027143,0.027436,0.025184,0.025773,3578870,703728000,Cardano,6
6052,ADA,2017-11-18,0.025597,0.027122,0.024748,0.026369,2930550,663650000,Cardano,6
6053,ADA,2017-11-19,0.026242,0.028478,0.025581,0.028084,4725050,680390000,Cardano,6
6054,ADA,2017-11-20,0.028152,0.0323,0.027612,0.029581,16172400,729895000,Cardano,6
6055,ADA,2017-11-21,0.029587,0.029709,0.027404,0.028331,5836790,767098000,Cardano,6
6056,ADA,2017-11-22,0.028399,0.029035,0.027891,0.028549,4938480,736311000,Cardano,6
6057,ADA,2017-11-23,0.02854,0.028678,0.027444,0.027444,5132300,739960000,Cardano,6
6058,ADA,2017-11-24,0.027406,0.028597,0.026963,0.028382,5502350,710569000,Cardano,6
6059,ADA,2017-11-25,0.028324,0.030447,0.027747,0.030447,6156460,734370000,Cardano,6
6060,ADA,2017-11-26,0.030437,0.039855,0.030118,0.036332,30527100,789144000,Cardano,6
6061,ADA,2017-11-27,0.036618,0.057127,0.036618,0.050593,77777300,949409000,Cardano,6
6062,ADA,2017-11-28,0.050626,0.13173,0.047949,0.119744,240338000,1312600000,Cardano,6
6063,ADA,2017-11-29,0.118235,0.146906,0.081436,0.089718,210625000,3065480000,Cardano,6
6064,ADA,2017-11-30,0.094931,0.128303,0.094931,0.119883,124345000,2461270000,Cardano,6
6065,ADA,2017-12-01,0.116622,0.131352,0.113031,0.131352,73657600,3023680000,Cardano,6
6066,ADA,2017-12-02,0.131633,0.138869,0.129132,0.132351,56712600,3412870000,Cardano,6
6067,ADA,2017-12-03,0.132351,0.13922,0.124945,0.131807,46458900,3431460000,Cardano,6
6068,ADA,2017-12-04,0.131546,0.145946,0.12635,0.13587,76392700,3410590000,Cardano,6
6069,ADA,2017-12-05,0.135625,0.136404,0.126777,0.127488,50381100,3516360000,Cardano,6
6070,ADA,2017-12-06,0.126748,0.132855,0.113886,0.117839,75688800,3286200000,Cardano,6
6071,ADA,2017-12-07,0.117766,0.124176,0.105501,0.105501,71024600,3053330000,Cardano,6
6072,ADA,2017-12-08,0.106142,0.120726,0.099136,0.115465,70092400,2751950000,Cardano,6
6073,ADA,2017-12-09,0.114745,0.13866,0.113561,0.119609,63308600,2974990000,Cardano,6
6074,ADA,2017-12-10,0.119794,0.119794,0.100133,0.110281,46376600,3105910000,Cardano,6
6075,ADA,2017-12-11,0.108927,0.121383,0.108638,0.121383,39513900,2824170000,Cardano,6
6076,ADA,2017-12-12,0.121177,0.138008,0.114222,0.133891,60056800,3141770000,Cardano,6
6077,ADA,2017-12-13,0.133739,0.141854,0.122368,0.134281,61575000,3467460000,Cardano,6
6078,ADA,2017-12-14,0.133667,0.240753,0.131843,0.240753,309307000,3465580000,Cardano,6
6079,ADA,2017-12-15,0.233209,0.233209,0.187032,0.213467,207311000,6046420000,Cardano,6
6080,ADA,2017-12-16,0.212875,0.447192,0.204233,0.404665,581052000,5519230000,Cardano,6
6081,ADA,2017-12-17,0.386775,0.592417,0.378013,0.513011,628143000,10027900000,Cardano,6
6082,ADA,2017-12-18,0.511939,0.526496,0.467403,0.518198,253463000,13273100000,Cardano,6
