,symbol,date,open,high,low,close,volume,market,name,ranknow
18412,USDT,2015-02-25,1.21,1.22,1.21,1.21,6,304476,Tether,28
18413,USDT,2015-02-26,1.21,1.21,1.19,1.21,6,304542,Tether,28
18414,USDT,2015-03-02,0.571249,0.60789,0.568314,0.606502,3,143726,Tether,28
18415,USDT,2015-03-03,0.605129,0.606229,0.604416,0.606229,3,152250,Tether,28
18416,USDT,2015-03-06,1.0,1.0,1.0,1.0,93,251600,Tether,28
18417,USDT,2015-03-07,1.0,1.0,1.0,1.0,58197,251600,Tether,28
18418,USDT,2015-03-08,1.0,1.0,1.0,1.0,31,251600,Tether,28
18419,USDT,2015-03-09,1.0,1.0,1.0,1.0,143,251600,Tether,28
18420,USDT,2015-03-10,1.0,1.0,1.0,1.0,49997,251600,Tether,28
18421,USDT,2015-03-11,1.0,1.0,1.0,1.0,49,251600,Tether,28
18422,USDT,2015-03-12,1.0,1.0,1.0,1.0,80418,251600,Tether,28
18423,USDT,2015-03-13,1.0,1.0,1.0,1.0,75,251600,Tether,28
18424,USDT,2015-03-14,1.0,1.0,1.0,1.0,17705,251600,Tether,28
18425,USDT,2015-03-15,1.0,1.0,1.0,1.0,15125,251600,Tether,28
18426,USDT,2015-03-16,1.0,1.0,1.0,1.0,49632,251600,Tether,28
18427,USDT,2015-03-17,1.0,1.0,1.0,1.0,4284,251600,Tether,28
18428,USDT,2015-03-18,1.0,1.0,1.0,1.0,202,251600,Tether,28
18429,USDT,2015-03-19,1.0,1.0,1.0,1.0,714,251600,Tether,28
18430,USDT,2015-03-20,1.0,1.0,1.0,1.0,133,251600,Tether,28
18431,USDT,2015-03-21,1.0,1.0,1.0,1.0,206,251600,Tether,28
18432,USDT,2015-03-22,1.0,1.0,1.0,1.0,67,251600,Tether,28
18433,USDT,2015-03-23,1.0,1.0,1.0,1.0,66,251600,Tether,28
18434,USDT,2015-03-24,1.0,1.0,1.0,1.0,1179,251600,Tether,28
18435,USDT,2015-03-25,1.0,1.0,1.0,1.0,92,251600,Tether,28
18436,USDT,2015-03-26,1.0,1.0,1.0,1.0,2,251600,Tether,28
18437,USDT,2015-03-27,1.0,1.0,1.0,1.0,5,251600,Tether,28
18438,USDT,2015-03-28,1.0,1.0,1.0,1.0,17,251600,Tether,28
18439,USDT,2015-03-29,1.0,1.0,1.0,1.0,21,251600,Tether,28
18440,USDT,2015-03-30,1.0,1.0,1.0,1.0,495,251600,Tether,28
18441,USDT,2015-03-31,1.0,1.0,1.0,1.0,37,251600,Tether,28
18442,USDT,2015-04-01,1.0,1.0,1.0,1.0,14,251600,Tether,28
18443,USDT,2015-04-02,1.0,1.0,1.0,1.0,79970,251600,Tether,28
18444,USDT,2015-04-03,1.0,1.0,1.0,1.0,8887,251600,Tether,28
18445,USDT,2015-04-04,1.0,1.0,1.0,1.0,2018,251600,Tether,28
18446,USDT,2015-04-05,1.0,1.0,1.0,1.0,2887,251600,Tether,28
18447,USDT,2015-04-06,1.0,1.0,1.0,1.0,254,251600,Tether,28
18448,USDT,2015-04-07,1.0,1.0,1.0,1.0,19179,251600,Tether,28
18449,USDT,2015-04-08,1.0,1.0,1.0,1.0,1024,251600,Tether,28
18450,USDT,2015-04-09,1.0,1.0,1.0,1.0,100949,251600,Tether,28
18451,USDT,2015-04-10,1.0,1.0,1.0,1.0,470,251600,Tether,28
18452,USDT,2015-04-11,1.0,1.0,1.0,1.0,2869,251600,Tether,28
18453,USDT,2015-04-12,1.0,1.0,1.0,1.0,1971,251600,Tether,28
18454,USDT,2015-04-13,1.0,1.0,1.0,1.0,46026,251600,Tether,28
18455,USDT,2015-04-14,1.0,1.0,1.0,1.0,50324,251600,Tether,28
18456,USDT,2015-04-15,1.0,1.0,1.0,1.0,40700,251600,Tether,28
18457,USDT,2015-04-16,1.0,1.0,1.0,1.0,46909,251600,Tether,28
18458,USDT,2015-04-17,1.0,1.0,1.0,1.0,50,251600,Tether,28
18459,USDT,2015-04-18,1.0,1.0,1.0,1.0,49,251600,Tether,28
18460,USDT,2015-04-19,1.0,1.0,1.0,1.0,22,251600,Tether,28
18461,USDT,2015-04-20,1.0,1.0,1.0,1.0,38,251600,Tether,28
18462,USDT,2015-04-21,1.0,1.0,1.0,1.0,85933,251600,Tether,28
18463,USDT,2015-04-22,1.0,1.0,1.0,1.0,40306,251600,Tether,28
