,symbol,date,open,high,low,close,volume,market,name,ranknow
2710,XRP,2013-08-04,0.005874,0.005927,0.005874,0.005882,0,45921000,Ripple,4
2711,XRP,2013-08-05,0.005875,0.00598,0.005613,0.005613,0,45928400,Ripple,4
2712,XRP,2013-08-06,0.005637,0.005661,0.004629,0.00468,0,44067600,Ripple,4
2713,XRP,2013-08-07,0.004669,0.004682,0.004333,0.004417,0,36503500,Ripple,4
2714,XRP,2013-08-08,0.004397,0.004424,0.004175,0.004254,0,34372500,Ripple,4
2715,XRP,2013-08-09,0.004257,0.004367,0.004253,0.004291,0,33282700,Ripple,4
2716,XRP,2013-08-10,0.004291,0.004366,0.004279,0.004314,0,33547500,Ripple,4
2717,XRP,2013-08-11,0.004314,0.004421,0.0043,0.004415,0,33725000,Ripple,4
2718,XRP,2013-08-12,0.004414,0.00452,0.004359,0.004449,0,34511100,Ripple,4
2719,XRP,2013-08-13,0.004463,0.004463,0.004171,0.004245,0,34893700,Ripple,4
2720,XRP,2013-08-14,0.004267,0.004267,0.003785,0.003788,0,33359300,Ripple,4
2721,XRP,2013-08-15,0.003788,0.003804,0.003067,0.003092,0,29615000,Ripple,4
2722,XRP,2013-08-16,0.003082,0.003162,0.002875,0.003134,0,24092600,Ripple,4
2723,XRP,2013-08-17,0.003138,0.005684,0.003138,0.005671,0,24533400,Ripple,4
2724,XRP,2013-08-18,0.005687,0.006263,0.005585,0.005617,0,44458200,Ripple,4
2725,XRP,2013-08-19,0.005587,0.005839,0.005223,0.00526,0,43678200,Ripple,4
2726,XRP,2013-08-20,0.005376,0.006158,0.005309,0.006098,0,42031100,Ripple,4
2727,XRP,2013-08-21,0.006098,0.006349,0.00595,0.006131,0,47675800,Ripple,4
2728,XRP,2013-08-22,0.006131,0.006138,0.005143,0.005143,0,47928700,Ripple,4
2729,XRP,2013-08-23,0.005179,0.005232,0.004919,0.005139,0,40487300,Ripple,4
2730,XRP,2013-08-24,0.005139,0.005603,0.005126,0.005546,0,40176000,Ripple,4
2731,XRP,2013-08-25,0.005526,0.006148,0.005519,0.006104,0,43198100,Ripple,4
2732,XRP,2013-08-26,0.006104,0.006507,0.006065,0.006417,0,47719500,Ripple,4
2733,XRP,2013-08-27,0.006468,0.006936,0.006373,0.006452,0,50569200,Ripple,4
